Participant_number,Questionnaire_startTime,Questionnaire_endTime,TrialDuration,question label,rating value,Trial_No,Stim_Cond,Trial_Cond
001,49.34065690000716,64.24935640000331,14.908699499996146,Task,4,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Perspective,6,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Emotion,6,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Deliberate,5,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Knowledge,6,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Self,7,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Past,2,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Absorption,4,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Future,7,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Distracting,4,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,People,6,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Detailed,5,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Words,4,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Sounds,3,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Intrusive,4,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Problem,4,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Images,4,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Evaluative,7,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Disgusted,6,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Angry,3,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Scared,3,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Happy,7,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Sad,4,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Surprised,5,ES1,ESQ,esq_neg
001,49.34065690000716,64.24935640000331,14.908699499996146,Arousal,3,ES1,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Task,4,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Words,5,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Distracting,5,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Knowledge,6,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,People,5,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Emotion,4,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Future,3,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Problem,6,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Evaluative,5,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Absorption,3,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Past,7,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Perspective,6,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Images,7,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Sounds,6,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Intrusive,6,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Deliberate,3,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Self,4,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Detailed,7,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Sad,7,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Scared,3,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Happy,4,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Disgusted,4,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Angry,5,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Surprised,4,ES2,ESQ,esq_neg
001,122.3037583999976,129.38553410000168,7.081775700004073,Arousal,7,ES2,ESQ,esq_neg
