Trial_No,Stim_Cond,Trial_Cond,Stim1,Size_x,Size_y,mri_tr_time,trialstart_time,trialend_time,resp_key,response
S0,MOV,practice,prac.mp4,1920,1080,"[['t', 0.5617057399940677], ['t', 5.854416449001292]]",6.927629082987551,22.730479972989997,,999
