Participant_number,Questionnaire_startTime,Questionnaire_endTime,TrialDuration,question label,rating value,Trial_No,Stim_Cond,Trial_Cond
001,154.8523479999999,163.10829110000032,8.255943100000422,Images,7,ES2,ESQ,esq_pos
001,154.8523479999999,163.10829110000032,8.255943100000422,Emotion,7,ES2,ESQ,esq_pos
001,154.8523479999999,163.10829110000032,8.255943100000422,Sounds,4,ES2,ESQ,esq_pos
001,154.8523479999999,163.10829110000032,8.255943100000422,Detailed,6,ES2,ESQ,esq_pos
001,154.8523479999999,163.10829110000032,8.255943100000422,Disgusted,5,ES2,ESQ,esq_pos
001,154.8523479999999,163.10829110000032,8.255943100000422,Happy,5,ES2,ESQ,esq_pos
001,154.8523479999999,163.10829110000032,8.255943100000422,Sad,7,ES2,ESQ,esq_pos
001,154.8523479999999,163.10829110000032,8.255943100000422,Scared,4,ES2,ESQ,esq_pos
001,154.8523479999999,163.10829110000032,8.255943100000422,Angry,3,ES2,ESQ,esq_pos
001,154.8523479999999,163.10829110000032,8.255943100000422,Surprised,7,ES2,ESQ,esq_pos
001,154.8523479999999,163.10829110000032,8.255943100000422,Arousal,5,ES2,ESQ,esq_pos
001,196.0367639000001,202.96418960000028,6.927425700000185,Task,4,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Distracting,5,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Evaluative,7,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Intrusive,3,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Words,5,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Emotion,5,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Knowledge,3,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Past,6,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Detailed,7,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Absorption,3,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Self,7,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Future,7,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Sounds,4,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Problem,3,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Images,4,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Deliberate,7,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Perspective,6,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,People,7,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Angry,7,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Scared,6,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Sad,5,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Happy,5,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Disgusted,3,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Surprised,5,ES3,ESQ,esq_neg
001,196.0367639000001,202.96418960000028,6.927425700000185,Arousal,6,ES3,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Task,10,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Evaluative,4,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Detailed,7,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Images,7,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Intrusive,5,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Past,5,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,People,4,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Sounds,3,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Perspective,6,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Problem,3,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Future,3,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Emotion,6,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Distracting,7,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Knowledge,6,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Words,7,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Deliberate,6,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Absorption,4,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Self,7,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Angry,6,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Scared,4,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Sad,7,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Disgusted,6,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Happy,4,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Surprised,3,ES4,ESQ,esq_neg
001,234.26285959999996,242.0963643,7.833504700000049,Arousal,7,ES4,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Task,4,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Detailed,3,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Perspective,6,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Future,6,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Images,5,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Knowledge,7,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Deliberate,7,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Emotion,3,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Absorption,5,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Self,3,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Words,6,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Intrusive,6,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,People,5,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Problem,6,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Distracting,7,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Sounds,5,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Past,3,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Evaluative,6,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Disgusted,3,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Happy,4,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Angry,7,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Scared,4,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Sad,4,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Surprised,4,ES5,ESQ,esq_neg
001,272.56408379999993,288.96526380000023,16.401180000000295,Arousal,5,ES5,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Task,5,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Future,5,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Knowledge,6,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Deliberate,7,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Evaluative,5,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Problem,6,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Distracting,7,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Intrusive,5,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Self,3,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Images,7,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Past,6,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,People,7,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Perspective,4,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Emotion,7,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Sounds,4,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Words,3,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Absorption,3,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Detailed,3,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Happy,6,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Angry,6,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Disgusted,6,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Sad,6,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Scared,6,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Surprised,3,ES6,ESQ,esq_neg
001,327.21868730000006,333.06793130000005,5.849243999999999,Arousal,5,ES6,ESQ,esq_neg
001,437.0317209,445.3314696000002,8.299748700000237,Task,7,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Detailed,4,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,People,4,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Future,4,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Words,6,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Self,4,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Evaluative,7,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Intrusive,6,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Knowledge,6,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Deliberate,7,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Images,3,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Problem,3,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Perspective,6,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Past,7,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Sounds,6,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Distracting,5,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Absorption,6,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Emotion,5,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Scared,4,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Disgusted,6,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Happy,7,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Sad,4,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Angry,3,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Surprised,6,ES7,ESQ,esq_pos
001,437.0317209,445.3314696000002,8.299748700000237,Arousal,5,ES7,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Task,3,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Distracting,5,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Images,4,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Perspective,5,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Intrusive,3,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Self,4,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Knowledge,4,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Deliberate,3,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Emotion,5,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Detailed,3,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Future,7,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Past,6,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Absorption,4,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Problem,5,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Words,7,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Evaluative,5,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Sounds,6,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,People,6,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Angry,4,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Disgusted,3,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Happy,3,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Sad,5,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Scared,4,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Surprised,6,ES8,ESQ,esq_pos
001,483.09579310000026,489.0814651999999,5.985672099999647,Arousal,5,ES8,ESQ,esq_pos
