second,mri_tr_time,rms,beats,dynamic_tempo,brightness,vibrance,movie_name
19,118.7,0.253868424046648,-1.18231832857374,-0.5897762582021,-0.373906777165306,-0.335999489662912,OneSmallStep
20,119.7,-0.0923231321844388,0.455556346755834,-0.5897762582021,-0.20329627413777,-0.145774159817236,OneSmallStep
21,120.7,0.0476973303877747,0.455556346755834,-0.5897762582021,-0.138029558840577,-0.0910912611212995,OneSmallStep
22,121.7,0.0417778303555382,0.417904055368948,-0.5897762582021,-0.127576282344782,-0.103821292665758,OneSmallStep
23,122.7,0.320646607770937,0.455556346755834,-0.5897762582021,-0.482360585263628,-0.344987930773957,OneSmallStep
24,123.7,0.909993035598026,0.455556346755834,-0.5897762582021,-0.212795721865527,-0.700550500420093,OneSmallStep
25,124.7,0.398899579709511,0.455556346755834,-0.5897762582021,0.432436507598263,-0.552842488140423,OneSmallStep
26,125.7,0.217273603585608,0.455556346755834,-0.5897762582021,0.640298512565182,0.179731023570644,OneSmallStep
27,126.7,0.154009273523037,-1.18231832857374,-0.5897762582021,0.784597753267236,0.59888133105964,OneSmallStep
28,127.7,1.31362945624093,0.455556346755834,-0.5897762582021,0.249592635153137,0.267748397206518,OneSmallStep
29,128.7,0.786373117546318,0.455556346755834,-0.5897762582021,-0.41609260092371,0.0606880649559071,OneSmallStep
30,129.7,0.36636851693848,0.417904055368948,-0.5897762582021,-0.313792039420438,0.648066040704363,OneSmallStep
31,130.7,0.504324670746443,0.455556346755834,-0.5897762582021,-0.200883019725647,1.3226307043996,OneSmallStep
32,131.7,0.720253668909954,0.455556346755834,-0.5897762582021,-0.19904893288816,1.33960879052896,OneSmallStep
33,132.7,0.2111789246505,0.455556346755834,-0.5897762582021,-0.199351312256597,1.33850450469632,OneSmallStep
34,133.7,0.0519509571230808,-1.18231832857374,-0.5897762582021,-0.33517730160311,0.784881778973344,OneSmallStep
35,134.7,0.501590158443532,0.455556346755834,-0.5897762582021,-0.58704031787488,-0.535486767167983,OneSmallStep
36,135.7,0.331640609267105,0.455556346755834,-0.5897762582021,-0.575777461555081,-0.531779313078547,OneSmallStep
37,136.7,0.575664123028795,0.417904055368948,-0.5897762582021,-0.57496116418075,-0.532249791932362,OneSmallStep
38,137.7,0.198466982757679,0.455556346755834,-0.5897762582021,-0.57581213384005,-0.53353692648978,OneSmallStep
39,138.7,1.65427594023248,0.455556346755834,-0.5897762582021,-0.609693747018065,-0.579435769160215,OneSmallStep
40,139.7,1.53346320113323,0.455556346755834,-0.5897762582021,-0.698482361715912,-0.68544547549487,OneSmallStep
41,140.7,0.924339837986242,0.455556346755834,-0.5897762582021,-0.707464287071814,-0.720834800149091,OneSmallStep
42,141.7,0.628576213529831,-1.18231832857374,-0.5897762582021,-0.759578072705053,-0.687627630286014,OneSmallStep
43,142.7,0.701417415278237,0.455556346755834,-0.5897762582021,-0.668594825300649,-0.532565050894409,OneSmallStep
44,143.7,1.07773325178095,0.455556346755834,-0.5897762582021,-0.453738670297129,-0.00964941582858039,OneSmallStep
45,144.7,1.46400065458948,0.417904055368948,-0.5897762582021,-0.976213119721413,-0.776678966215101,OneSmallStep
46,145.7,0.530319435122886,0.455556346755834,-0.5897762582021,-1.61488153760642,-1.06712626075554,OneSmallStep
47,146.7,0.929741109312692,0.455556346755834,-0.5897762582021,-1.73134380704871,-1.00907318927044,OneSmallStep
48,147.7,2.03420393508317,0.455556346755834,-0.5897762582021,-1.33085670484936,-0.708580223623887,OneSmallStep
49,148.7,0.826000430867166,-1.18231832857374,-0.5897762582021,-1.3302442210662,-0.703864251325345,OneSmallStep
50,149.7,1.82704521984218,0.455556346755834,-0.5897762582021,-1.27946598223702,-0.688425173531119,OneSmallStep
51,150.7,1.01560108917619,0.455556346755834,-0.5897762582021,-1.31556652494656,-0.714295956020976,OneSmallStep
52,151.7,1.1782477595033,0.417904055368948,-0.5897762582021,-1.3147172675933,-0.703455671143852,OneSmallStep
53,152.7,1.24177739396185,0.455556346755834,-0.5897762582021,-1.32042713510498,-0.706288523259571,OneSmallStep
54,153.7,0.472420834973125,0.455556346755834,-0.5897762582021,-1.32691298540083,-0.70507646383731,OneSmallStep
55,154.7,0.687269743329265,0.455556346755834,-0.5897762582021,-1.32197530289437,-0.712870384635664,OneSmallStep
56,155.7,2.22186569701591,0.455556346755834,-0.5897762582021,-1.24112173018485,-0.670899438686628,OneSmallStep
57,156.7,3.1090583409546,0.455556346755834,-0.5897762582021,-0.676128613993746,-0.692456036649129,OneSmallStep
58,157.7,2.18878659331354,0.455556346755834,-0.586941691368078,-0.38568959701311,-0.520484060494155,OneSmallStep
59,158.7,2.51078656958593,-1.18231832857374,-0.346003510476237,-0.247896648831025,-0.40229123526547,OneSmallStep
60,159.7,2.88755267845634,0.417904055368948,-0.346003510476237,-0.510468484971371,-0.347025030124466,OneSmallStep
61,160.7,2.34331474223608,0.455556346755834,-0.346003510476237,-0.668223448850033,-0.114363182434749,OneSmallStep
62,161.7,3.43932892079293,0.455556346755834,-0.346003510476237,-0.412615413842835,2.16611815307636,OneSmallStep
63,162.7,2.47337936221884,0.455556346755834,-0.346003510476237,-0.387122332756143,2.27889903079746,OneSmallStep
64,163.7,2.38480090573512,0.455556346755834,-0.405529413990692,-0.504533590724238,0.825060407224318,OneSmallStep
65,164.7,2.40618327276558,0.455556346755834,-0.5897762582021,-0.521895506856762,0.3339698118309,OneSmallStep
66,165.7,2.74938785756399,0.455556346755834,-0.5897762582021,-0.608831626607679,0.45692075061256,OneSmallStep
67,166.7,2.86775936161708,0.417904055368948,-0.357211452900415,-0.538600427991001,0.264956345422322,OneSmallStep
68,167.7,3.71566581899343,0.455556346755834,-0.346003510476237,-0.453607832960078,0.301986581361438,OneSmallStep
69,168.7,2.45305163475312,0.455556346755834,-0.346003510476237,1.05107659972464,1.19784952489844,OneSmallStep
70,169.7,1.88563735705425,0.455556346755834,-0.346003510476237,1.00610241179554,1.16708303910139,OneSmallStep
71,170.7,2.38481839026306,0.455556346755834,-0.346003510476237,0.742710465750064,1.46872151594134,OneSmallStep
72,171.7,1.50815835187854,0.455556346755834,-0.346003510476237,0.741916515226152,1.55509212647356,OneSmallStep
73,172.7,2.07897925142908,0.455556346755834,-0.346003510476237,0.73204350067289,1.56436012970531,OneSmallStep
74,173.7,1.28816463506825,0.455556346755834,-0.346003510476237,0.706404610771795,1.52946767301906,OneSmallStep
75,174.7,2.00047219110965,0.417904055368948,-0.346003510476237,0.854945985870707,1.20279943929729,OneSmallStep
76,175.7,2.22354845225537,0.455556346755834,-0.346003510476237,0.626653852207348,0.954600860970292,OneSmallStep
77,176.7,1.73547870382469,0.455556346755834,-0.346003510476237,0.605916664531365,1.37155670859023,OneSmallStep
78,177.7,0.894302765979117,0.455556346755834,-0.346003510476237,0.576613104243843,1.35487612643506,OneSmallStep
79,178.7,0.615230303621638,0.455556346755834,-0.346003510476237,0.598729639118925,1.39114471539377,OneSmallStep
80,179.7,-0.173384710517737,0.455556346755834,-0.346003510476237,0.590486176610969,1.3937458574351,OneSmallStep
81,180.7,-0.259566168501875,0.455556346755834,-0.346003510476237,0.599724675782913,1.33868657420858,OneSmallStep
82,181.7,-0.195914343360939,0.417904055368948,-0.346003510476237,0.324635853010113,0.777412325763425,OneSmallStep
83,182.7,-0.522334751278868,-1.18231832857374,-0.268390370973263,0.0260590343869145,0.925645024957399,OneSmallStep
84,183.7,-0.420332709244122,0.455556346755834,-0.0790143105860061,0.0178919776624312,0.919019679053259,OneSmallStep
85,184.7,-0.298083792524302,0.455556346755834,-0.0790143105860061,0.0554133284337392,0.889266918402005,OneSmallStep
86,185.7,-0.358195593224854,0.455556346755834,1.69677432124204,1.20060292450795,-0.34373430951527,OneSmallStep
87,186.7,-0.623840934427708,0.455556346755834,2.27049064844802,2.87971928692456,-1.23782101882025,OneSmallStep
88,187.7,-0.649186220135583,-1.18231832857374,2.27049064844802,2.81347351502942,-0.979719281951956,OneSmallStep
89,188.7,-0.681460791661647,0.455556346755834,2.27049064844802,1.84589181469208,1.25523397593379,OneSmallStep
90,189.7,-0.363364118509661,0.417904055368948,2.27049064844802,1.76587563011554,1.55169736578296,OneSmallStep
91,190.7,-0.162467839233014,0.455556346755834,2.27049064844802,1.76441512758722,1.55802427296719,OneSmallStep
92,191.7,-0.468597815889239,0.455556346755834,2.27049064844802,1.98225766834358,1.50371912351019,OneSmallStep
93,192.7,-0.493127128065462,0.455556346755834,2.27049064844802,2.24906985390829,1.54546654740289,OneSmallStep
94,193.7,-0.5186822912821,0.455556346755834,2.27049064844802,0.67684206884031,0.261685738857804,OneSmallStep
95,194.7,-0.256445280028682,-1.18231832857374,2.27049064844802,1.10316927329101,0.303173552862428,OneSmallStep
96,195.7,-0.28510823173395,0.455556346755834,2.27049064844802,1.00622497444372,0.0530672758539888,OneSmallStep
97,196.7,-0.383133481743668,0.417904055368948,2.27049064844802,0.990779464780446,0.0148329884187733,OneSmallStep
98,197.7,-0.268606755481079,0.455556346755834,2.27049064844802,0.990840178431921,0.0137538873348245,OneSmallStep
99,198.7,-0.314123707134496,0.455556346755834,2.27049064844802,1.00034899630918,0.0137616265227518,OneSmallStep
100,199.7,-0.481367267135102,0.455556346755834,2.27049064844802,1.0096564526787,0.0220725411027552,OneSmallStep
101,200.7,0.271400287499436,0.455556346755834,2.12706156664653,1.16728806769081,0.0215184010222937,OneSmallStep
102,201.7,0.137240347062373,0.455556346755834,0.899946089011507,1.67820707173058,-0.149260891386087,OneSmallStep
103,202.7,0.739294907047629,0.455556346755834,0.899946089011507,1.80420998313747,-0.0910549675100227,OneSmallStep
104,203.7,1.09120998616822,0.455556346755834,0.899946089011507,1.85407302061549,-0.0307587369585546,OneSmallStep
105,204.7,1.29386923915081,0.417904055368948,-0.102542094484379,1.76245396567796,0.0997405163043634,OneSmallStep
106,205.7,1.6567448885536,0.455556346755834,-0.346003510476237,1.54482444092839,0.351044174279589,OneSmallStep
107,206.7,0.588811303405286,0.455556346755834,-0.346003510476237,1.61202717499142,0.416282703964377,OneSmallStep
108,207.7,1.17028102992679,0.455556346755834,-0.346003510476237,2.16287909540226,0.881711111525981,OneSmallStep
109,208.7,0.310607451228027,0.455556346755834,-0.0268909600566404,2.00699480456055,1.15797652679449,OneSmallStep
110,209.7,-0.00734989188089968,0.455556346755834,0.53927646810716,1.61186938768386,2.06214428888226,OneSmallStep
111,210.7,0.244310517493323,-1.18231832857374,0.53927646810716,1.60795511946208,2.03365730760211,OneSmallStep
112,211.7,0.231884573506842,0.417904055368948,0.53927646810716,1.5729865268721,2.03536544840294,OneSmallStep
113,212.7,-0.113470443488793,0.455556346755834,0.53927646810716,1.58225780681545,2.06411069461186,OneSmallStep
114,213.7,-0.402086482743431,0.455556346755834,0.53927646810716,1.58354157247965,2.05069376835583,OneSmallStep
115,214.7,-0.156441960598408,0.455556346755834,0.53927646810716,1.60345844754931,1.99329292680898,OneSmallStep
116,215.7,0.942722716624186,0.455556346755834,0.656703786541134,1.60938027713085,2.02366390227049,OneSmallStep
117,216.7,-0.145400508297897,0.455556346755834,0.899946089011507,1.61596057525548,2.04161563950484,OneSmallStep
118,217.7,0.0325254698249157,-1.18231832857374,0.899946089011507,0.641137062815253,1.08569821980846,OneSmallStep
119,218.7,0.185360644609371,0.455556346755834,0.88856282855107,-0.719287532421743,-0.251980131250661,OneSmallStep
120,219.7,0.681267820476714,0.417904055368948,-0.369326704949406,-0.721416918837743,-0.254130440537786,OneSmallStep
121,220.7,0.765191060536767,0.455556346755834,0.33482711904801,1.10804470030566,0.496221635774888,OneSmallStep
122,221.7,0.310884347064633,0.455556346755834,0.899946089011507,1.48010136476785,0.65947344882564,OneSmallStep
123,222.7,0.192629768838734,-1.18231832857374,1.26554963085846,1.57469966556821,0.791635006619552,OneSmallStep
124,223.7,0.707541860958512,0.455556346755834,1.30304743002225,0.319831858223791,0.436254788941511,OneSmallStep
125,224.7,2.43518370824093,0.455556346755834,1.30304743002225,-0.033610736539629,0.0216743221512005,OneSmallStep
126,225.7,1.24613242812854,0.455556346755834,1.30304743002225,-0.399904235642698,-0.403485532121939,OneSmallStep
127,226.7,0.209632220710747,0.455556346755834,1.30304743002225,-0.449488217502247,-0.379623802311658,OneSmallStep
128,227.7,0.144657933948845,0.417904055368948,1.23950436148853,-0.0418680772497684,1.11473711631899,OneSmallStep
129,228.7,0.0221800200746522,0.455556346755834,-0.0790143105860061,0.256208569349535,2.1890138479751,OneSmallStep
130,229.7,0.14244538391406,0.455556346755834,-1.62399752342314,0.25374215750562,2.19402624185615,OneSmallStep
131,230.7,0.699561977498292,0.455556346755834,-0.791657212920494,-0.0684539297574582,0.0727961256027453,OneSmallStep
132,231.7,0.936735395845898,0.455556346755834,0.974941687339087,0.0512426104206342,-0.078301709555705,OneSmallStep
133,232.7,0.0852791531246664,-1.18231832857374,0.899946089011507,0.260000427358806,-0.0253680054198444,OneSmallStep
134,233.7,0.367867484478305,0.455556346755834,0.899946089011507,0.262432581608333,-0.023231601360694,OneSmallStep
135,234.7,-0.0516246853522143,0.417904055368948,0.899946089011507,0.325902501623953,0.747975777362677,OneSmallStep
136,235.7,0.220969322021594,0.455556346755834,-0.554265434809217,0.378131563589702,2.23277382900098,OneSmallStep
137,236.7,0.886761731777374,0.455556346755834,-0.813234610284141,0.155618298891115,2.01665859848483,OneSmallStep
138,237.7,-0.014616849573955,0.455556346755834,-0.813234610284141,0.36039599703792,1.83722758603995,OneSmallStep
139,238.7,0.780983019968622,0.455556346755834,-0.813234610284141,0.670625123805055,1.02521320148992,OneSmallStep
140,239.7,1.44338469615087,0.455556346755834,-0.673789669643798,-0.445031988575261,0.281080078556243,OneSmallStep
141,240.7,0.909868553657431,-1.18231832857374,0.899946089011507,2.28310858673656,2.64710454805669,OneSmallStep
142,241.7,1.41731515589338,0.455556346755834,0.899946089011507,2.34202888120154,2.51940959486778,OneSmallStep
143,242.7,1.65792682209778,0.417904055368948,0.899946089011507,2.23191178906608,2.1007565719784,OneSmallStep
144,243.7,1.06150319875473,0.455556346755834,0.899946089011507,0.682760243790369,0.626826820772241,OneSmallStep
145,244.7,0.985320908390216,0.455556346755834,0.899946089011507,0.156178066158555,0.111565350358804,OneSmallStep
146,245.7,0.706022448264904,0.455556346755834,0.899946089011507,0.134883560566748,0.0949580373937229,OneSmallStep
147,246.7,0.0991027898118726,-1.18231832857374,0.0917345963205365,0.140606621686013,0.0919114925735275,OneSmallStep
148,247.7,0.368171416451061,0.455556346755834,0.112224465149322,0.13715639768839,0.0866132929739176,OneSmallStep
149,248.7,0.0575853803439455,0.455556346755834,0.214673809293248,0.141097730617203,0.0891813317600012,OneSmallStep
150,249.7,-0.541626863454703,0.417904055368948,0.214673809293248,0.142144294907971,0.0946283885253168,OneSmallStep
151,250.7,-0.468115372544117,0.455556346755834,0.214673809293248,0.145347030036832,0.176737737759936,OneSmallStep
152,251.7,-0.075567468336645,0.455556346755834,-0.203661012627782,0.249329549219783,2.14499525925047,OneSmallStep
153,252.7,-0.13151000293127,0.455556346755834,-0.813234610284141,-0.124526103630693,1.23776354150104,OneSmallStep
154,253.7,0.334924172823125,0.455556346755834,-0.813234610284141,-0.315515909806145,0.770173131252748,OneSmallStep
155,254.7,-0.132224821276294,0.455556346755834,-0.813234610284141,-0.322783385737729,0.743192169865892,OneSmallStep
156,255.7,-0.0939372146093524,0.455556346755834,-0.299280400495446,-0.152957847725145,-0.103612324925989,OneSmallStep
157,256.7,-0.144643342867359,0.455556346755834,0.214673809293248,0.478564778322497,0.415109364066135,OneSmallStep
158,257.7,-0.134987660429562,-1.20114447426718,0.214673809293248,1.13678567026087,1.40133355803554,OneSmallStep
159,258.7,-0.348768031481685,0.455556346755834,0.214673809293248,1.13014506771171,1.40726779139721,OneSmallStep
160,259.7,-0.36968861976707,0.455556346755834,0.214673809293248,1.13933160981445,1.4352740356535,OneSmallStep
161,260.7,-0.718315862429088,0.455556346755834,0.214673809293248,0.180489315694854,0.15506071931875,OneSmallStep
162,261.7,-0.779522983901279,0.455556346755834,0.214673809293248,0.0963470155631935,0.0432049601734324,OneSmallStep
163,262.7,-0.834693469520178,0.455556346755834,-0.0583994082327124,0.095561298204459,0.0416001857912608,OneSmallStep
164,263.7,-0.762950400311236,0.455556346755834,0.241696679777588,0.0949814471279554,0.0400320267113377,OneSmallStep
165,264.7,-0.695852995943158,0.417904055368948,0.899946089011507,-0.170943724025098,-0.150310062605521,OneSmallStep
166,265.7,-0.77468390527219,0.455556346755834,0.899946089011507,-0.25940168882124,-0.219667479776588,OneSmallStep
167,266.7,-0.162277959931417,-1.18231832857374,0.899946089011507,-0.26283478921213,-0.225398330659593,OneSmallStep
168,267.7,-0.322663239337965,0.455556346755834,0.899946089011507,-0.264948285712219,-0.224564945695438,OneSmallStep
169,268.7,-0.399001315296505,0.455556346755834,1.17180513294898,-0.255692951413946,-0.218006738851466,OneSmallStep
170,269.7,-0.788279882006681,0.455556346755834,1.16383685062668,-0.255728373310875,-0.228038237553355,OneSmallStep
171,270.7,-0.653888631893867,0.455556346755834,0.214673809293248,0.776242544487173,1.282688072611,OneSmallStep
172,271.7,-0.72392998051681,0.455556346755834,0.214673809293248,1.3627321604678,2.10230930535684,OneSmallStep
173,272.7,-0.564285933438578,0.417904055368948,-0.72107730370134,-0.45656685132001,-0.600799554174346,OneSmallStep
174,273.7,-0.719925422779057,0.455556346755834,-1.05632851559386,-0.454918737636867,-0.601899370480472,OneSmallStep
175,274.7,-0.823121380869267,0.455556346755834,2.10131788529754,-0.457248519041973,-0.578434829409539,OneSmallStep
176,275.7,-0.551065761083704,0.455556346755834,3.5356087033125,-0.355752380775476,0.28179129448789,OneSmallStep
177,276.7,-0.658662034122019,0.455556346755834,3.04700413893378,-0.35441064147728,0.281288766129018,OneSmallStep
178,277.7,-0.604090012076816,0.455556346755834,2.85786688820653,0.488849732512329,0.421545763406846,OneSmallStep
179,278.7,-0.535457290879576,-1.18231832857374,2.26593734426385,1.20377177520931,0.541165668725366,OneSmallStep
180,279.7,-0.749366241634474,0.417904055368948,0.899946089011507,1.20446574541852,0.539438911000965,OneSmallStep
181,280.7,-0.772348113798316,0.455556346755834,0.593796294522933,0.833712453453466,0.58922914962559,OneSmallStep
182,281.7,-0.749791128606369,0.455556346755834,0.53927646810716,0.673285548009129,0.695894378958705,OneSmallStep
183,282.7,-0.885165343522066,0.455556346755834,0.53927646810716,0.613129225923239,0.643256083637851,OneSmallStep
184,283.7,-0.361882483888414,0.455556346755834,0.53927646810716,-0.00633727568983034,-0.011214745030092,OneSmallStep
185,284.7,-0.6832266188798,0.455556346755834,0.53927646810716,-0.00249169421524683,-0.0151572567069828,OneSmallStep
186,285.7,-0.794223261265436,0.455556346755834,0.53927646810716,-0.00718874855074463,-0.0228466651950076,OneSmallStep
187,286.7,-0.705522280435781,0.455556346755834,0.53927646810716,-0.0304930348345181,-0.0507681561362997,OneSmallStep
188,287.7,-0.81173408075641,0.417904055368948,0.837761671614206,-0.0263593881924727,-0.0452225263813291,OneSmallStep
189,288.7,-0.857336204444771,0.455556346755834,0.899946089011507,-0.0260535028036656,-0.0418385956699247,OneSmallStep
190,289.7,-0.858781198635716,0.455556346755834,0.668141512362623,-0.0255778811178223,-0.0417760421405029,OneSmallStep
191,290.7,-0.861417144873354,0.455556346755834,-0.377297128323836,-0.0240475936498537,-0.040234636595976,OneSmallStep
192,291.7,-0.859065393058822,-1.18231832857374,-1.01881629419962,-0.0249692180609286,-0.0411889194949667,OneSmallStep
193,292.7,-0.849131884479533,0.455556346755834,2.27049064844802,-0.0389420680415642,-0.0564002975340722,OneSmallStep
194,293.7,-0.857195793850319,0.455556346755834,2.27049064844802,-0.0214600932489174,-0.0377759438050647,OneSmallStep
195,294.7,-0.830833095648573,0.417904055368948,1.75062891900659,-0.0147125453316523,-0.029920841547047,OneSmallStep
196,295.7,-0.850587205481664,0.455556346755834,-1.84114302986153,-0.0133860496002797,-0.0302759576663811,OneSmallStep
197,296.7,-0.83934218313757,0.455556346755834,-1.84114302986153,-0.0150627321316544,-0.0311900961889738,OneSmallStep
198,297.7,-0.862473635766853,0.455556346755834,-1.9447307000515,-0.0142856762877892,-0.0320160484229824,OneSmallStep
199,298.7,-0.818547676605166,0.455556346755834,-2.52641530957979,-0.020284947013351,-0.0205446096321696,OneSmallStep
200,299.7,-0.678630530077186,-1.18231832857374,-2.52641530957979,-0.0199071032473053,-0.0165234470720945,OneSmallStep
201,300.7,-0.858875344428396,0.455556346755834,-2.37861652456929,-0.0214568483907321,-0.0136385636338316,OneSmallStep
202,301.7,-0.762910041633806,0.455556346755834,-0.919392694126467,-0.497693524737276,-0.661010719076276,OneSmallStep
203,302.7,-0.735058325751769,0.417904055368948,-0.172458306749487,-0.815722647510692,-1.12011214791178,OneSmallStep
204,303.7,-0.757273228146204,0.455556346755834,-0.0790143105860061,-0.887515115735134,-1.12528409405053,OneSmallStep
205,304.7,-0.84581302686991,-1.18231832857374,-0.0790143105860061,-1.16501335033922,-1.15212620507088,OneSmallStep
206,305.7,-0.840714571763826,0.455556346755834,-0.0790143105860061,-1.16452543490796,-1.15196437921688,OneSmallStep
207,306.7,-0.731383483579389,0.455556346755834,-0.0790143105860061,-0.882226077208852,-1.13651657951606,OneSmallStep
208,307.7,-0.501101065564137,0.455556346755834,-0.0790143105860061,-0.70800258549643,-1.12707492602531,OneSmallStep
209,308.7,-0.244986267208939,0.455556346755834,-0.0790143105860061,-0.708756914220253,-1.12907621154047,OneSmallStep
210,309.7,0.567572975018375,0.417904055368948,-0.0790143105860061,-0.663837121238311,-1.11996833042696,OneSmallStep
211,310.7,0.426940928984776,0.455556346755834,-0.0790143105860061,-0.704962616693926,-1.10969363389147,OneSmallStep
212,311.7,-0.824236817253904,-1.18231832857374,-0.0790143105860061,-0.56445652943114,-0.892909488453305,OneSmallStep
213,312.7,-0.667061365846395,0.455556346755834,-0.0790143105860061,-0.564721792626637,-0.888426718293149,OneSmallStep
214,313.7,-0.568269205974095,0.455556346755834,-0.0790143105860061,-0.55567650757646,-0.890830293099446,OneSmallStep
215,314.7,-0.870336312761187,0.455556346755834,-0.0790143105860061,-0.557422926967414,-0.892284357913482,OneSmallStep
216,315.7,-0.871441564989108,0.455556346755834,-0.0790143105860061,-0.565086633466273,-0.889771440607142,OneSmallStep
217,316.7,-0.861314414146037,0.455556346755834,-0.0790143105860061,-0.576019639215488,-0.887397778746465,OneSmallStep
218,317.7,-0.877492819508237,0.417904055368948,-0.0790143105860061,-0.578030420300675,-0.88739936983394,OneSmallStep
219,318.7,-0.874701438837643,0.455556346755834,-0.0585244417572209,-0.576128283776883,-0.886586686668196,OneSmallStep
220,319.7,-0.871572930118422,0.455556346755834,-0.846701396037823,-0.575972175447132,-0.886856462847761,OneSmallStep
221,320.7,-0.693973783970605,0.455556346755834,-1.01881629419962,-0.575645546787428,-0.891658927612297,OneSmallStep
222,321.7,-0.849940540980129,-1.18231832857374,-0.00424426293008782,-0.570137431434032,-0.89092206447702,OneSmallStep
223,322.7,-0.861022290911181,0.455556346755834,0.53927646810716,-0.567490366932322,-0.889256498450225,OneSmallStep
224,323.7,-0.856445140321621,0.455556346755834,0.53927646810716,-0.569162916763358,-0.889966565041472,OneSmallStep
225,324.7,-0.723109143743717,0.417904055368948,0.53927646810716,-0.572207977135727,-0.891970094258755,OneSmallStep
226,325.7,-0.870494442812621,0.455556346755834,0.53927646810716,-0.572671719220372,-0.892462831279153,OneSmallStep
227,326.7,-0.878904302470827,0.455556346755834,0.53927646810716,-0.572797324571907,-0.892590223904333,OneSmallStep
228,327.7,-0.822026854149065,0.455556346755834,0.53927646810716,-0.57259859763332,-0.892502444829104,OneSmallStep
229,328.7,-0.462304217748724,-1.18231832857374,0.316583946362732,-0.957955150670935,-0.987019644173761,OneSmallStep
230,329.7,-0.883588526553807,0.455556346755834,0.214673809293248,-2.11330181833661,-1.27060772761803,OneSmallStep
231,330.7,-0.898032054632054,0.455556346755834,0.214673809293248,-2.11330181833661,-1.27060772761803,OneSmallStep
232,331.7,-0.87857186330241,0.455556346755834,0.0541698368010974,-2.10058502678861,-1.27053831115713,OneSmallStep
233,332.7,-0.819398906844323,0.417904055368948,-0.0790143105860061,-1.28325186520519,-1.20870090117737,OneSmallStep
234,333.7,-0.770984041281519,0.455556346755834,-0.0790143105860061,-0.53509671437203,-1.11138836812323,OneSmallStep
235,334.7,-0.757031393916226,0.455556346755834,-0.0790143105860061,-0.52492226729984,-1.11144662111403,OneSmallStep
236,335.7,-0.663959549762376,0.455556346755834,-0.0790143105860061,-0.524464939533279,-1.11077455674135,OneSmallStep
237,336.7,-0.672709690974041,-1.18231832857374,-0.0790143105860061,-0.526157474827786,-1.10892560199249,OneSmallStep
238,337.7,-0.719663941696383,0.455556346755834,-0.0790143105860061,-0.471331408998687,-1.12277863305872,OneSmallStep
239,338.7,-0.690774218332094,0.455556346755834,-0.0790143105860061,-0.313582822285328,-1.16604865323208,OneSmallStep
240,339.7,-0.69560130253699,0.417904055368948,-0.0790143105860061,-0.328887889525357,-1.16714547252771,OneSmallStep
241,340.7,-0.613520525812006,0.455556346755834,-0.0790143105860061,-0.38058458549117,-1.17119447429349,OneSmallStep
242,341.7,-0.673293806560933,0.455556346755834,-0.342898984896118,-0.361132606974137,-1.16904301189246,OneSmallStep
243,342.7,-0.693163220704029,0.455556346755834,-0.346003510476237,-0.334432431539819,-1.16708049208031,OneSmallStep
244,343.7,-0.687919946937516,0.455556346755834,-0.428205948662865,-0.512721671004556,-1.17615953577335,OneSmallStep
